     0.050599940   2.9986125e-37
     0.051200005   5.2859171e-37
     0.051999600   9.2346481e-37
     0.053000504   1.8235612e-36
     0.053999533   3.4659345e-36
     0.054999659   6.5511923e-36
     0.056000254   1.2012139e-35
     0.056999363   2.1568520e-35
     0.058000268   3.7637464e-35
     0.058999727   6.5557193e-35
     0.059999827   1.1122959e-34
     0.061000023   1.8587473e-34
     0.061999759   3.0529546e-34
     0.062999920   4.9399249e-34
     0.064000004   7.8653916e-34
     0.064999498   1.2391399e-33
     0.065800622   5.1562027e-32
     0.066499748   6.9780257e-32
     0.067499414   9.3746840e-32
     0.068499910   1.2519578e-31
     0.069499231   1.6611297e-31
     0.070500143   2.1903123e-31
     0.071599502   2.8701499e-31
     0.072600565   3.7399202e-31
     0.073500450   4.8455350e-31
     0.074500639   6.2406270e-31
     0.075500530   3.4810355e-30
     0.076499747   2.0826116e-29
     0.077499696   5.0530211e-29
     0.078500062   1.0450194e-28
     0.079500526   1.9549041e-28
     0.080500764   3.2002681e-28
     0.081500449   4.1431043e-28
     0.082499250   6.4237945e-28
     0.083500678   9.6535996e-28
     0.084500640   1.3844779e-27
     0.085500765   1.7098919e-27
     0.086500775   1.8717729e-27
     0.087500392   2.2403055e-27
     0.088499334   2.9544829e-27
     0.089499374   4.1840893e-27
     0.090500296   5.5663695e-27
     0.091499769   7.3497583e-27
     0.092499631   9.2087006e-27
     0.093499653   1.1253524e-26
     0.094499606   6.4652924e-26
     0.095499259   1.6167183e-25
     0.096500597   2.8213004e-25
     0.097498964   4.0990518e-25
     0.098500855   5.2065330e-25
     0.099499294   6.4677689e-25
      0.10049999   7.8036763e-25
      0.10149999   8.8200098e-25
      0.10250003   9.3983270e-25
      0.10349992   9.4373536e-25
      0.10449993   9.4637500e-25
      0.10549989   9.4710995e-25
      0.10650010   9.4975131e-25
      0.10749989   9.6767854e-25
      0.10850007   1.0784697e-24
      0.10949997   1.2704326e-24
      0.11049993   1.3875297e-24
      0.11150003   1.7825934e-24
      0.11250012   2.3242243e-24
      0.11350004   2.8433377e-24
      0.11449987   3.2199875e-24
      0.11550000   3.8082051e-24
      0.11650002   4.4514975e-24
      0.11750004   5.0337400e-24
      0.11849990   5.7765302e-24
      0.11950003   6.4797749e-24
      0.12049999   7.1088784e-24
      0.12149992   7.8558625e-24
      0.12249997   8.6176362e-24
      0.12350001   9.4332621e-24
      0.12449990   1.0244134e-23
      0.12550008   1.0987687e-23
      0.12650014   1.1801936e-23
      0.12749995   1.2493571e-23
      0.12849996   1.3239278e-23
      0.12950007   1.4039347e-23
      0.13050015   1.4810958e-23
      0.13150007   1.5520347e-23
      0.13250004   1.6183968e-23
      0.13349992   1.6902469e-23
      0.13449991   1.7725781e-23
      0.13549991   1.8602723e-23
      0.13650011   1.9443586e-23
      0.13750010   2.0379084e-23
      0.13850007   2.1155717e-23
      0.13949993   2.1838731e-23
      0.14049990   2.2744516e-23
      0.14149986   2.3463279e-23
      0.14250004   2.4043066e-23
      0.14350003   2.4760824e-23
      0.14419991   2.5286339e-23
      0.14470016   2.5721104e-23
      0.14550000   2.6126237e-23
      0.14650013   2.6685667e-23
      0.14749999   2.6954488e-23
      0.14849984   2.7222184e-23
      0.14949993   2.7593759e-23
      0.15049983   2.7668687e-23
      0.15120007   2.7916009e-23
      0.15170015   2.8026784e-23
      0.15250005   2.8191530e-23
      0.15349987   2.8453131e-23
      0.15449983   2.8592957e-23
      0.15549986   2.8692389e-23
      0.15649988   2.8836949e-23
      0.15750016   2.8905988e-23
      0.15849990   2.9108665e-23
      0.15950011   2.9209557e-23
      0.16049999   2.9334922e-23
      0.16150018   2.9343139e-23
      0.16249986   2.9540741e-23
      0.16350009   2.9773363e-23
      0.16450004   3.0040468e-23
      0.16550000   3.0198192e-23
      0.16649991   3.0329834e-23
      0.16719989   3.0533153e-23
      0.16769998   3.0614608e-23
      0.16850004   3.0788231e-23
      0.16950012   3.1111192e-23
      0.17049985   3.1208200e-23
      0.17149995   3.1468818e-23
      0.17249996   3.1768167e-23
      0.17349981   3.2001098e-23
      0.17449983   3.2127826e-23
      0.17549995   3.2232565e-23
      0.17650012   3.2403150e-23
      0.17749985   3.2561503e-23
      0.17849991   3.2844187e-23
      0.17949981   3.3056333e-23
      0.18049991   3.3287500e-23
      0.18150015   3.3660551e-23
      0.18250006   3.3868511e-23
      0.18349997   3.4254233e-23
      0.18449984   3.4481793e-23
      0.18550004   3.4549751e-23
      0.18650007   3.4722470e-23
      0.18749988   3.4945645e-23
      0.18849985   3.5236310e-23
      0.18949991   3.5490562e-23
      0.19050001   3.5677120e-23
      0.19150010   3.5916996e-23
      0.19250012   3.6076742e-23
      0.19350001   3.6378138e-23
      0.19450018   3.6529943e-23
      0.19550011   3.6663040e-23
      0.19669984   3.6707665e-23
      0.19760003   3.6810098e-23
      0.19840015   3.6798377e-23
      0.19950005   3.6909781e-23
      0.20049983   3.7074338e-23
      0.20149998   3.7256338e-23
      0.20249999   3.7370401e-23
      0.20349981   3.7473915e-23
      0.20449985   3.7582953e-23
      0.20550008   3.7664723e-23
      0.20649997   3.7678432e-23
      0.20740012   3.7689755e-23
      0.20780022   3.7778989e-23
      0.20849997   3.7752046e-23
      0.20949999   3.7716813e-23
      0.21049995   3.7655551e-23
      0.21149982   3.7671652e-23
      0.21250003   3.7664169e-23
      0.21350006   3.7599043e-23
      0.21449985   3.7541860e-23
      0.21549986   3.7478606e-23
      0.21650005   3.7228410e-23
      0.21749987   3.7160475e-23
      0.21849978   3.6999750e-23
      0.21950024   3.6943500e-23
      0.22050021   3.6739867e-23
      0.22150014   3.6628290e-23
      0.22249999   3.6427418e-23
      0.22350024   3.6275463e-23
      0.22449982   3.6053196e-23
      0.22550024   3.5860061e-23
      0.22649989   3.5766082e-23
      0.22749979   3.5637963e-23
      0.22849989   3.5586812e-23
      0.22950016   3.5474527e-23
      0.23050004   3.5503227e-23
      0.23150000   3.5387104e-23
      0.23250002   3.5317933e-23
      0.23350006   3.5267488e-23
      0.23450008   3.5333218e-23
      0.23550005   3.5294626e-23
      0.23649992   3.5202409e-23
      0.23750021   3.5093465e-23
      0.23849979   3.5057447e-23
      0.23950027   3.5046823e-23
      0.24049996   3.4999665e-23
      0.24149992   3.5050798e-23
      0.24250014   3.5188593e-23
      0.24350002   3.5307737e-23
      0.24450008   3.5354757e-23
      0.24549972   3.5322735e-23
      0.24650004   3.5347027e-23
      0.24749988   3.5451936e-23
      0.24849978   3.5602461e-23
      0.24950026   3.6034698e-23
      0.25050016   3.6319151e-23
      0.25129972   3.6581007e-23
      0.25180016   3.6786117e-23
      0.25249978   3.7090016e-23
      0.25350002   3.7306026e-23
      0.25450013   3.7650704e-23
      0.25550006   3.7848487e-23
      0.25649978   3.8110770e-23
      0.25749986   3.8424796e-23
      0.25850027   3.8522929e-23
      0.25949978   3.8676901e-23
      0.26050016   3.8792169e-23
      0.26150018   3.9009905e-23
      0.26249981   3.9187253e-23
      0.26350023   3.9029812e-23
      0.26450020   3.8923312e-23
      0.26550029   3.9169311e-23
      0.26649987   3.9337921e-23
